path,bb_x1,bb_y1,bb_x2,bb_y2,width,height,cara_cubierta,oclussion
RandOcc/img/10005.jpg,218.90643,29.32721,839.8315,1017.13727,1024.0,1024.0,1.0,0.2645542585705343
RandOcc/img/10018.jpg,228.72473,161.41159,772.0845,949.5731,1024.0,1024.0,1.0,0.1570415207108034
RandOcc/img/10020.jpg,236.10388,196.83572,787.7819,991.8627,1024.0,1024.0,1.0,0.1100050437713333
RandOcc/img/10022.jpg,132.11276,156.2883,743.99854,978.7484,1024.0,1024.0,1.0,0.2740826668294768
RandOcc/img/10023.jpg,186.18384,180.07596,762.96844,914.8882,1024.0,1024.0,1.0,0.3840627691991205
RandOcc/img/10034.jpg,296.14175,180.7684,887.3684,970.3058,1024.0,1024.0,1.0,0.3458294614805964
RandOcc/img/10040.jpg,165.98529,31.45044,808.387,990.0575,1024.0,1024.0,1.0,0.4486576194763801
RandOcc/img/10045.jpg,227.9115,167.29077,787.65594,928.6875,1024.0,1024.0,1.0,0.2537268386809489
RandOcc/img/10050.jpg,163.21011,184.20398,741.9568,938.93896,1024.0,1024.0,1.0,0.4781624184182126
RandOcc/img/10056.jpg,240.67194,159.73853,783.3198,937.36633,1024.0,1024.0,1.0,0.1242801388632833
RandOcc/img/1006.jpg,315.47458,106.653076,751.04663,1001.21606,1024.0,1024.0,1.0,0.3090715707129623
RandOcc/img/10077.jpg,139.6059,167.79807,770.7249,979.94324,1024.0,1024.0,1.0,0.0763391425211161
RandOcc/img/1009.jpg,235.70084,150.4252,790.3915,1008.12683,1024.0,1024.0,1.0,0.2550643258227308
RandOcc/img/10091.jpg,222.22568,133.57932,798.0155,997.74854,1024.0,1024.0,1.0,0.1234696724213779
RandOcc/img/10116.jpg,272.7706,82.09299,848.26074,953.62634,1024.0,1024.0,1.0,0.4843966712898752
RandOcc/img/10125.jpg,251.61386,166.19748,829.44836,989.2145,1024.0,1024.0,1.0,0.1882280091558559
RandOcc/img/10126.jpg,276.4901,168.15231,879.22,958.8739,1024.0,1024.0,1.0,0.3347217195362576
RandOcc/img/10136.jpg,362.20642,176.5856,759.8865,959.095,1024.0,1024.0,1.0,0.3697091640753612
RandOcc/img/10161.jpg,224.12833,147.8923,747.46484,945.28687,1024.0,1024.0,1.0,0.5483925670026659
RandOcc/img/10170.jpg,221.26617,148.18597,827.76984,982.60736,1024.0,1024.0,1.0,0.5634699432810246
RandOcc/img/10223.jpg,251.4163,166.5033,749.42786,944.3834,1024.0,1024.0,1.0,0.2382383904550239
RandOcc/img/10229.jpg,228.52377,129.12851,840.79565,980.77246,1024.0,1024.0,1.0,0.4665255802200365
RandOcc/img/1023.jpg,261.7323,150.39163,747.67224,962.7578,1024.0,1024.0,1.0,0.2051912606159686
RandOcc/img/10250.jpg,258.2954,59.081757,815.92957,1055.1167,1024.0,1024.0,1.0,0.3497885415978325
RandOcc/img/10263.jpg,142.90387,156.53125,721.5421,953.71643,1024.0,1024.0,1.0,0.3196774001547526
RandOcc/img/10266.jpg,331.71005,142.64294,898.6185,903.44226,1024.0,1024.0,1.0,0.3492234141423688
RandOcc/img/10267.jpg,271.1012,144.86511,771.5774,991.81335,1024.0,1024.0,1.0,0.1682862922092411
RandOcc/img/10276.jpg,282.36935,129.04416,867.83167,910.43445,1024.0,1024.0,1.0,0.0808604739233932
RandOcc/img/10291.jpg,216.36887,208.59003,727.1836,983.1849,1024.0,1024.0,1.0,0.3889666462553579
RandOcc/img/1032.jpg,291.56412,150.95374,875.84985,956.8192,1024.0,1024.0,1.0,0.3567285076244086
RandOcc/img/10327.jpg,265.01245,148.05594,770.2428,987.8618,1024.0,1024.0,1.0,0.1735191065367349
RandOcc/img/10341.jpg,217.04742,108.50372,837.6962,979.13556,1024.0,1024.0,1.0,0.3023313741671867
RandOcc/img/10342.jpg,240.72601,194.87064,795.5561,962.9889,1024.0,1024.0,1.0,0.1934117095391211
RandOcc/img/10343.jpg,226.52368,2.4432373,847.3961,1038.9385,1024.0,1024.0,1.0,0.1712868152633089
RandOcc/img/10352.jpg,233.79391,174.7313,817.022,932.02905,1024.0,1024.0,1.0,0.2589455362006883
RandOcc/img/1037.jpg,259.6672,85.97464,828.5747,1028.8148,1024.0,1024.0,1.0,0.2493697982312683
RandOcc/img/10370.jpg,192.87552,207.7201,780.5698,1008.77576,1024.0,1024.0,1.0,0.3073018470120572
RandOcc/img/10385.jpg,303.86133,122.53842,781.5946,989.7302,1024.0,1024.0,1.0,0.1940553007503975
RandOcc/img/10393.jpg,231.1932,145.24234,758.5023,975.5265,1024.0,1024.0,1.0,0.2882544236024383
RandOcc/img/10397.jpg,207.57498,163.75513,770.6492,950.4586,1024.0,1024.0,1.0,0.1017127081857643
RandOcc/img/104.jpg,102.311615,158.39066,772.28015,987.8606,1024.0,1024.0,1.0,0.0448712526734252
RandOcc/img/10403.jpg,190.7767,142.19608,736.7041,968.8401,1024.0,1024.0,1.0,0.415108885405915
RandOcc/img/10410.jpg,257.20898,95.32785,788.77405,985.1908,1024.0,1024.0,1.0,0.2872562627174602
RandOcc/img/10422.jpg,256.0021,186.78934,797.9269,979.14136,1024.0,1024.0,1.0,0.5069623122350462
RandOcc/img/10432.jpg,223.27225,178.25107,810.13904,921.0122,1024.0,1024.0,1.0,0.2700848528615274
RandOcc/img/10440.jpg,220.98984,262.54617,754.10754,928.3174,1024.0,1024.0,1.0,0.3123623386963146
RandOcc/img/10460.jpg,207.58218,171.93015,736.4834,942.1527,1024.0,1024.0,1.0,0.1840984945608369
